runId,capturedAt,tick,tickStatus,fromStateId,fromPageType,fromUrl,candidateCount,selectedActionId,selectedActionType,selectedActionLabel,selectedActionSelector,selectedActionIndex,selectedActionScore,executionSuccess,domChanged,newState,toStateId,toPageType,toUrl,consoleErrorsAdded,networkErrorsAdded,bugsDetected,previousUrl,newUrl,actionSummary
"20260619-163352","2026-06-19T16:33:56.396159900",1,"executed","7233a8aa-4fd1-49ab-84cf-b598e6bc2425","general","http://localhost:3000/",9,"click_button_2_다음_문제","click","다음 문제","button",2,15.0,true,false,false,"87631282-819e-4acc-b055-abc32860b23b","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_2_다음_문제, type=click, label=다음 문제, value="
"20260619-163352","2026-06-19T16:33:58.042245300",2,"executed","87631282-819e-4acc-b055-abc32860b23b","general","http://localhost:3000/",9,"click_button_0_o","click","O","button",0,10.0,true,false,false,"f21242e0-19ee-4098-b47c-d20091fe8a9c","general","http://localhost:3000/",1,0,2,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_0_o, type=click, label=O, value="
"20260619-163352","2026-06-19T16:33:59.685163500",3,"executed","f21242e0-19ee-4098-b47c-d20091fe8a9c","general","http://localhost:3000/",9,"click_button_1_x","click","X","button",1,10.0,true,false,false,"264b68dd-c960-4888-ad74-35e0a35a100d","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_1_x, type=click, label=X, value="
"20260619-163352","2026-06-19T16:34:01.313436",4,"executed","264b68dd-c960-4888-ad74-35e0a35a100d","general","http://localhost:3000/",9,"click_button_3_테마_변경","click","테마 변경","button",3,10.0,true,false,false,"d310db6a-3e4c-429b-8c65-72f3a7725339","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_3_테마_변경, type=click, label=테마 변경, value="
"20260619-163352","2026-06-19T16:34:02.893601300",5,"executed","d310db6a-3e4c-429b-8c65-72f3a7725339","general","http://localhost:3000/",9,"click_button_4_리셋","click","리셋","button",4,10.0,true,false,false,"d558b18d-5ce9-45ae-ad10-78740fe8ef7b","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_4_리셋, type=click, label=리셋, value="
"20260619-163352","2026-06-19T16:34:04.475035100",6,"executed","d558b18d-5ce9-45ae-ad10-78740fe8ef7b","general","http://localhost:3000/",9,"click_button_5_랜덤_이동","click","랜덤 이동","button",5,10.0,true,false,false,"7073f7b0-44d6-4ba8-a0b9-116f6ba27f38","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_5_랜덤_이동, type=click, label=랜덤 이동, value="
"20260619-163352","2026-06-19T16:34:05.733094100",7,"executed","7073f7b0-44d6-4ba8-a0b9-116f6ba27f38","general","http://localhost:3000/",9,"viewport_mobile_390x844","viewport","모바일 뷰포트 390x844","page",0,10.0,true,false,false,"a3f5255a-0d1b-4094-a423-cdbf2dc954ad","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=viewport_mobile_390x844, type=viewport, label=모바일 뷰포트 390x844, value=390x844"
"20260619-163352","2026-06-19T16:34:07.031941",8,"executed","a3f5255a-0d1b-4094-a423-cdbf2dc954ad","general","http://localhost:3000/",9,"viewport_tablet_768x900","viewport","태블릿 뷰포트 768x900","page",0,10.0,true,false,false,"a8073d3b-6877-4682-80e6-6da4d38b41a2","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=viewport_tablet_768x900, type=viewport, label=태블릿 뷰포트 768x900, value=768x900"
