runId,capturedAt,tick,tickStatus,fromStateId,fromPageType,fromUrl,candidateCount,selectedActionId,selectedActionType,selectedActionLabel,selectedActionSelector,selectedActionIndex,selectedActionScore,executionSuccess,domChanged,newState,toStateId,toPageType,toUrl,consoleErrorsAdded,networkErrorsAdded,bugsDetected,previousUrl,newUrl,actionSummary
"20260619-164811","2026-06-19T16:48:18.953630800",1,"executed","5ddd7051-5201-4932-a6a6-7b99737bcbec","general","http://localhost:3000/",47,"click_button_0_장바구니","click","🛒 장바구니","button",0,14.0,true,false,false,"e7e010b9-30af-4346-b690-6f700b2a2d77","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_0_장바구니, type=click, label=🛒 장바구니, value="
"20260619-164811","2026-06-19T16:48:23.068153300",2,"executed","e7e010b9-30af-4346-b690-6f700b2a2d77","general","http://localhost:3000/",47,"click_button_1_도서_탐색하기","click","📚 도서 탐색하기","button",1,10.0,false,false,false,"949cf731-d8c3-4e80-8d4f-33f92f776fc0","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_1_도서_탐색하기, type=click, label=📚 도서 탐색하기, value="
"20260619-164811","2026-06-19T16:48:27.239054400",3,"executed","949cf731-d8c3-4e80-8d4f-33f92f776fc0","general","http://localhost:3000/",47,"click_button_2_전체","click","전체","button",2,10.0,false,false,false,"0cc1619f-c3f9-4f4a-9c94-a632f7bf7cf8","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_2_전체, type=click, label=전체, value="
"20260619-164811","2026-06-19T16:48:31.288791800",4,"executed","0cc1619f-c3f9-4f4a-9c94-a632f7bf7cf8","general","http://localhost:3000/",47,"click_button_3_소설","click","소설","button",3,10.0,false,false,false,"cacdec29-b2c4-4485-b903-76841198e512","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_3_소설, type=click, label=소설, value="
"20260619-164811","2026-06-19T16:48:35.424297800",5,"executed","cacdec29-b2c4-4485-b903-76841198e512","general","http://localhost:3000/",47,"click_button_4_에세이","click","에세이","button",4,10.0,false,false,false,"61d8fdd7-4bad-406a-ad41-b561d6fee9c4","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_4_에세이, type=click, label=에세이, value="
"20260619-164811","2026-06-19T16:48:39.541115400",6,"executed","61d8fdd7-4bad-406a-ad41-b561d6fee9c4","general","http://localhost:3000/",47,"click_button_5_컴퓨터it","click","컴퓨터/IT","button",5,10.0,false,false,false,"de6bbca2-afbd-4426-b107-d59db50cc1a5","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_5_컴퓨터it, type=click, label=컴퓨터/IT, value="
"20260619-164811","2026-06-19T16:48:43.584737900",7,"executed","de6bbca2-afbd-4426-b107-d59db50cc1a5","general","http://localhost:3000/",47,"click_button_6_경제경영","click","경제/경영","button",6,10.0,false,false,false,"80bb6ff7-d251-4510-86fe-42f9fce7a8f6","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_6_경제경영, type=click, label=경제/경영, value="
"20260619-164811","2026-06-19T16:48:47.558505",8,"executed","80bb6ff7-d251-4510-86fe-42f9fce7a8f6","general","http://localhost:3000/",47,"click_button_7_역사","click","역사","button",7,10.0,false,false,false,"99ab2e7e-0002-4176-96e8-863dc9f6b3b8","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_7_역사, type=click, label=역사, value="
