runId,capturedAt,tick,tickStatus,fromStateId,fromPageType,fromUrl,candidateCount,selectedActionId,selectedActionType,selectedActionLabel,selectedActionSelector,selectedActionIndex,selectedActionScore,executionSuccess,domChanged,newState,toStateId,toPageType,toUrl,consoleErrorsAdded,networkErrorsAdded,bugsDetected,previousUrl,newUrl,actionSummary
"20260619-164527","2026-06-19T16:45:31.553859100",1,"executed","63da0ad8-2601-46b9-bb10-92d0f59a07c4","general","http://localhost:3000/",9,"click_button_2_다음_문제","click","다음 문제","button",2,15.0,true,false,false,"2f77c916-43c2-4c68-aad9-c4f2c69acf37","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_2_다음_문제, type=click, label=다음 문제, value="
"20260619-164527","2026-06-19T16:45:33.181276700",2,"executed","2f77c916-43c2-4c68-aad9-c4f2c69acf37","general","http://localhost:3000/",9,"click_button_0_o","click","O","button",0,10.0,true,false,false,"2ee80808-e3b4-4ace-83c9-19ad9668a1be","general","http://localhost:3000/",1,0,2,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_0_o, type=click, label=O, value="
"20260619-164527","2026-06-19T16:45:34.825771700",3,"executed","2ee80808-e3b4-4ace-83c9-19ad9668a1be","general","http://localhost:3000/",9,"click_button_1_x","click","X","button",1,10.0,true,false,false,"ad2dcf0f-21af-4ab4-a1da-15d5265c6823","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_1_x, type=click, label=X, value="
"20260619-164527","2026-06-19T16:45:36.470902100",4,"executed","ad2dcf0f-21af-4ab4-a1da-15d5265c6823","general","http://localhost:3000/",9,"click_button_3_테마_변경","click","테마 변경","button",3,10.0,true,false,false,"2315ba80-ae66-44dc-b6eb-dcf7713ecfd5","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_3_테마_변경, type=click, label=테마 변경, value="
"20260619-164527","2026-06-19T16:45:38.148687",5,"executed","2315ba80-ae66-44dc-b6eb-dcf7713ecfd5","general","http://localhost:3000/",9,"click_button_4_리셋","click","리셋","button",4,10.0,true,false,false,"d3cb5748-83e2-4ab8-88f0-fdb50335ae98","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_4_리셋, type=click, label=리셋, value="
"20260619-164527","2026-06-19T16:45:39.701391200",6,"executed","d3cb5748-83e2-4ab8-88f0-fdb50335ae98","general","http://localhost:3000/",9,"click_button_5_랜덤_이동","click","랜덤 이동","button",5,10.0,true,false,false,"d536af99-4659-4e68-8baf-421f25ca3e3f","general","http://localhost:3000/",1,0,2,"http://localhost:3000/","http://localhost:3000/","actionId=click_button_5_랜덤_이동, type=click, label=랜덤 이동, value="
"20260619-164527","2026-06-19T16:45:40.949419200",7,"executed","d536af99-4659-4e68-8baf-421f25ca3e3f","general","http://localhost:3000/",9,"viewport_mobile_390x844","viewport","모바일 뷰포트 390x844","page",0,10.0,true,false,false,"2fd54c15-a576-454d-b98f-f0185bffa173","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=viewport_mobile_390x844, type=viewport, label=모바일 뷰포트 390x844, value=390x844"
"20260619-164527","2026-06-19T16:45:42.217723300",8,"executed","2fd54c15-a576-454d-b98f-f0185bffa173","general","http://localhost:3000/",9,"viewport_tablet_768x900","viewport","태블릿 뷰포트 768x900","page",0,10.0,true,false,false,"097be9cb-9b3e-4751-ac0f-5be3b041f85f","general","http://localhost:3000/",0,0,1,"http://localhost:3000/","http://localhost:3000/","actionId=viewport_tablet_768x900, type=viewport, label=태블릿 뷰포트 768x900, value=768x900"
