runId,capturedAt,tick,fromStateId,fromPageType,fromUrl,candidateRank,candidateCount,actionId,actionType,actionLabel,actionSelector,actionIndex,actionScore,selected
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",1,9,"click_button_0_o","click","O","button",0,0.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",2,9,"click_button_1_x","click","X","button",1,0.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",3,9,"click_button_2_다음_문제","click","다음 문제","button",2,5.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",4,9,"click_button_3_테마_변경","click","테마 변경","button",3,0.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",5,9,"click_button_4_리셋","click","리셋","button",4,0.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",6,9,"click_button_5_랜덤_이동","click","랜덤 이동","button",5,10.0,true
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",7,9,"viewport_mobile_390x844","viewport","모바일 뷰포트 390x844","page",0,10.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",8,9,"viewport_tablet_768x900","viewport","태블릿 뷰포트 768x900","page",0,10.0,false
"20260619-162510","2026-06-19T16:25:20.645328700",6,"3bce87c1-c312-4109-83b4-5b15cade1c9d","general","http://localhost:3000/",9,9,"viewport_desktop_1366x900","viewport","데스크톱 뷰포트 1366x900","page",0,10.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",1,9,"click_button_0_o","click","O","button",0,0.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",2,9,"click_button_1_x","click","X","button",1,0.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",3,9,"click_button_2_다음_문제","click","다음 문제","button",2,5.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",4,9,"click_button_3_테마_변경","click","테마 변경","button",3,0.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",5,9,"click_button_4_리셋","click","리셋","button",4,0.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",6,9,"click_button_5_랜덤_이동","click","랜덤 이동","button",5,0.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",7,9,"viewport_mobile_390x844","viewport","모바일 뷰포트 390x844","page",0,10.0,true
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",8,9,"viewport_tablet_768x900","viewport","태블릿 뷰포트 768x900","page",0,10.0,false
"20260619-162510","2026-06-19T16:25:22.171356700",7,"1e33c7c7-1f00-460b-8e72-400b884f9edd","general","http://localhost:3000/",9,9,"viewport_desktop_1366x900","viewport","데스크톱 뷰포트 1366x900","page",0,10.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",1,9,"click_button_0_o","click","O","button",0,0.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",2,9,"click_button_1_x","click","X","button",1,0.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",3,9,"click_button_2_다음_문제","click","다음 문제","button",2,5.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",4,9,"click_button_3_테마_변경","click","테마 변경","button",3,0.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",5,9,"click_button_4_리셋","click","리셋","button",4,0.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",6,9,"click_button_5_랜덤_이동","click","랜덤 이동","button",5,0.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",7,9,"viewport_mobile_390x844","viewport","모바일 뷰포트 390x844","page",0,0.0,false
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",8,9,"viewport_tablet_768x900","viewport","태블릿 뷰포트 768x900","page",0,10.0,true
"20260619-162510","2026-06-19T16:25:23.339430500",8,"e24c8096-44b1-4098-9ac8-e57159885753","general","http://localhost:3000/",9,9,"viewport_desktop_1366x900","viewport","데스크톱 뷰포트 1366x900","page",0,10.0,false
